id_time,id_city,id_product,spot,min,max,average,_id
1,2,41,Supermercado,1015,1378,1172.0,501
1,1,42,Supermercado,1099,1649,1424.7,502
1,2,42,Supermercado,1169,1779,1439.4,503
1,1,43,Supermercado,819,1299,1071.36,504
1,2,43,Supermercado,890,1175,1002.6,505
1,1,26,Supermercado,850,1089,985.1,506
1,2,26,Supermercado,890,1090,990.0,507
1,1,13,Supermercado,3999,3999,3999.0,508
1,1,14,Supermercado,2398,3299,2732.78,509
1,2,14,Supermercado,2990,2990,2990.0,510
1,1,15,Supermercado,1490,1790,1612.6,511
1,2,15,Supermercado,1548,1690,1619.0,512
1,1,16,Supermercado,4590,5799,5086.33,513
1,2,16,Supermercado,4890,6190,5540.0,514
1,1,17,Supermercado,1890,3790,2309.7,515
1,2,17,Supermercado,1790,1890,1840.0,516
1,1,18,Supermercado,1670,2080,1789.4,517
1,2,18,Supermercado,1598,1790,1694.0,518
1,1,44,Supermercado,1290,2690,1768.95,519
1,2,44,Supermercado,1300,2350,1825.0,520
1,1,45,Supermercado,1790,4599,2946.9,521
1,2,45,Supermercado,2390,2390,2390.0,522
1,1,19,Supermercado,4190,7990,5128.63,523
1,2,19,Supermercado,4790,6190,5490.0,524
1,1,20,Supermercado,3690,7690,4441.0,525
1,2,20,Supermercado,3690,3690,3690.0,526
1,1,21,Supermercado,4690,7990,5334.14,527
1,2,21,Supermercado,4790,4790,4790.0,528
1,1,46,Supermercado,3960,8798,5912.0,529
1,2,46,Supermercado,4960,6360,5626.67,530
1,1,47,Supermercado,4300,7860,5861.11,531
1,2,47,Supermercado,5490,6600,5963.33,532
1,1,48,Supermercado,4996,9796,6961.97,533
1,2,48,Supermercado,5560,7990,6933.4,534
1,1,22,Supermercado,3490,6990,4617.25,535
1,2,22,Supermercado,4390,6190,5290.0,536
1,1,49,Supermercado,229,589,477.08,537
1,2,49,Supermercado,425,555,520.0,538
1,1,23,Supermercado,3350,5990,4181.13,539
1,2,23,Supermercado,3990,5790,4890.0,540
1,1,50,Supermercado,820,1549,1266.36,541
1,2,50,Supermercado,1285,1519,1368.25,542
1,1,51,Supermercado,100,179,148.38,543
1,2,51,Supermercado,129,166,149.0,544
2,1,1,Supermercado,3790,5190,4391.13,545
2,2,1,Supermercado,4590,6300,5445.0,546
2,1,28,Supermercado,709,969,830.77,547
2,2,28,Supermercado,810,929,857.0,548
2,1,29,Supermercado,650,899,768.45,549
2,2,29,Supermercado,690,899,814.5,550
2,1,30,Supermercado,459,781,640.52,551
2,2,30,Supermercado,499,796,686.5,552
2,1,2,Supermercado,3490,7290,4703.11,553
2,2,2,Supermercado,4290,6390,5340.0,554
2,1,3,Supermercado,5790,10490,7193.0,555
2,2,3,Supermercado,5790,8990,7390.0,556
2,1,31,Supermercado,440,599,551.41,557
2,2,31,Supermercado,560,599,580.75,558
2,1,4,Supermercado,3990,5990,4453.63,559
2,2,4,Supermercado,3990,4990,4490.0,560
2,1,5,Supermercado,4490,4799,4644.5,561
2,2,5,Supermercado,5990,5990,5990.0,562
2,1,6,Supermercado,2798,4290,3695.67,563
2,2,6,Supermercado,3190,3190,3190.0,564
2,1,7,Supermercado,2690,3790,3293.0,565
2,2,7,Supermercado,2690,3490,3090.0,566
2,1,8,Supermercado,2990,4199,3715.4,567
